id,case_id,tag_id
32808,1139,28
31722,720,32
31724,720,2
31725,720,65
30013,154,64
31726,720,10
31727,720,55
30015,154,2
33890,845,24
31796,741,56
33892,845,43
33135,1012,64
30016,154,9
31798,741,18
31800,741,46
30017,154,43
33137,1012,38
33138,1012,40
30018,154,13
30019,154,55
33139,1012,43
33140,1012,18
33141,1012,19
33894,845,32
34532,133,64
33217,577,2
33218,577,4
33219,577,9
34533,133,2
33220,577,13
34201,790,65
29179,1135,19
29180,1135,55
29245,514,55
34202,790,18
30173,1043,2
34203,790,23
34308,726,32
30175,1043,13
30176,1043,20
33221,577,55
34310,726,65
34311,726,9
34312,726,42
34313,726,20
34314,726,28
34534,133,65
34535,133,13
31911,982,28
34536,133,20
31912,982,55
30177,1043,55
30178,1043,59
34655,738,3
31257,681,32
31259,681,2
31260,681,3
31261,681,43
31262,681,46
29246,514,65
34657,738,65
34658,738,43
34660,738,18
34661,738,56
34755,942,23
34756,942,18
34757,942,19
34758,942,55
28851,220,28
34844,271,64
29407,1104,24
29408,1104,3
34847,271,46
34848,271,18
34849,271,56
34960,559,64
31264,681,59
34962,559,42
34963,559,44
34964,559,18
34965,559,20
34966,559,28
31406,1013,32
29409,1104,19
29488,1096,56
29489,1096,18
35063,501,39
35064,501,10
35065,501,46
29491,1096,30
29560,1083,2
35066,501,58
28968,361,3
28970,361,13
28971,361,18
28972,361,20
29562,1083,55
29700,296,4
29701,296,45
29703,296,55
29704,296,28
31728,721,64
31729,721,65
34435,1106,64
31731,721,10
31732,721,55
31733,721,27
34436,1106,23
34537,146,9
34538,146,2
29931,106,42
29932,106,20
29933,106,13
31802,742,55
30021,1063,18
30022,1063,19
31803,742,28
31804,742,65
31866,964,18
34539,146,65
34662,734,8
34663,734,65
31868,964,46
31869,964,55
34664,734,2
33673,960,32
33675,960,64
30023,1063,50
33676,960,43
33677,960,18
33678,960,23
34759,944,64
34761,944,37
30936,599,65
30937,599,8
30938,599,13
30024,1063,46
34764,944,50
30105,336,39
34765,944,20
34850,284,64
30179,504,32
34109,43,56
30181,504,4
30182,504,46
34204,792,8
34206,792,27
34207,792,13
30184,504,58
34208,792,55
34315,71,32
34318,71,20
34852,284,2
34853,284,9
34854,284,42
30383,322,10
31913,980,64
31914,980,65
30939,599,55
30940,599,27
31915,980,19
31916,980,23
31917,980,55
34968,561,2
34969,561,38
30422,223,32
31031,628,24
31033,628,4
34970,561,55
33006,919,32
34971,561,58
34972,561,28
30423,223,64
30424,223,2
30425,223,65
33009,919,40
33010,919,18
33011,919,56
33142,297,24
30426,223,9
30427,223,50
30428,223,28
32013,940,18
30457,83,2
30458,83,18
29492,1095,56
29493,1095,10
29494,1095,19
29495,1095,18
29564,1082,2
29565,1082,4
29566,1082,55
29635,312,2
29636,312,9
29705,233,8
29706,233,64
29707,233,42
29708,233,55
32015,940,30
35069,442,38
35070,442,46
30498,27,2
35071,442,18
35072,442,19
35073,442,58
32075,763,56
32076,763,18
29825,447,18
29826,447,19
30499,27,65
30500,27,9
30501,27,42
28852,244,56
28853,244,18
28854,244,19
28856,244,23
28914,57,24
28916,57,2
30830,583,32
30832,583,19
30833,583,43
30834,583,55
34438,1109,18
34439,1109,19
34440,1109,23
10319,976,9
32710,918,2
32711,918,3
32817,455,13
32818,455,46
34541,947,64
31035,629,40
34542,947,18
31807,745,18
31808,745,19
31036,629,12
31809,745,24
31810,745,28
32820,455,58
34544,947,46
31871,963,2
31872,963,43
31037,629,56
29184,1133,9
29185,1133,2
31038,629,27
34666,1143,56
34667,1143,3
33012,1035,40
33014,1035,19
34766,968,24
34768,968,28
31115,648,10
31116,648,27
31117,648,18
29186,1133,42
34856,283,32
34857,283,64
34858,283,18
34859,283,19
29187,1133,13
34860,283,23
34973,567,64
34975,567,42
34976,567,23
31918,979,24
31920,979,2
31956,953,32
29337,1112,56
31958,953,3
31959,953,46
29415,1103,2
29416,1103,43
31408,1013,19
33899,847,64
33901,847,28
33902,847,65
31985,946,18
31460,1006,18
31461,1006,23
31462,1006,39
31510,992,2
31512,992,46
33999,782,18
34001,782,23
31563,690,2
31564,690,59
31565,690,55
31615,934,3
31616,934,4
31617,934,38
31986,946,23
31987,946,55
31618,934,40
31619,934,46
29710,477,56
29711,477,10
29712,477,18
34209,801,64
34211,801,18
34212,801,19
34213,801,23
23537,1034,18
23538,1034,3
23539,1034,12
29759,495,32
29761,495,2
29762,495,65
29763,495,19
29764,495,55
29765,495,28
29827,496,56
29829,496,19
29830,496,30
31621,934,58
30835,584,32
30837,584,2
30838,584,23
30839,584,65
31735,725,32
31736,725,65
34442,111,2
31737,725,2
34444,111,65
33682,917,39
32822,489,2
32823,489,65
32824,489,9
32825,489,10
32826,489,50
33683,917,12
32910,109,64
32912,109,43
33015,1094,40
33017,1094,18
33019,1094,56
33684,917,13
33685,917,46
33687,917,23
33230,1022,23
33231,1022,18
33232,1022,55
33233,1022,56
34545,943,24
34547,943,65
34670,635,32
34672,635,18
30026,66,4
29188,1132,32
34673,635,19
29189,1132,40
29190,1132,19
30946,602,2
30947,602,9
30948,602,18
30949,602,19
30950,602,55
30951,602,28
34769,1007,64
34770,1007,18
34771,1007,19
34773,1007,55
34861,630,23
30028,66,65
30029,66,55
33904,848,19
33905,848,55
33906,848,65
34003,420,65
29256,1119,18
34004,420,39
34005,420,46
34007,420,27
29257,1119,43
29258,1119,20
30030,66,24
30031,66,28
34119,163,64
29418,1102,38
29419,1102,45
29420,1102,46
34121,163,2
30106,1054,32
30107,1054,64
30108,1054,18
34124,163,10
34863,630,18
34864,630,19
34214,795,19
34216,795,18
34217,795,27
31275,683,2
31276,683,65
31277,683,9
34218,795,12
34325,689,2
34326,689,59
34327,689,65
34865,630,55
31278,683,55
31279,683,59
31342,1030,64
34977,570,64
29641,454,2
29642,454,18
29643,454,28
29644,454,42
30109,1054,19
30110,1054,23
34979,570,42
34980,570,43
34981,570,44
34982,570,20
35078,939,64
35080,939,18
29767,172,2
31344,1030,46
31345,1030,18
31346,1030,20
29768,172,65
31347,1030,56
28797,364,8
28798,364,13
28799,364,40
28800,364,55
29769,172,9
29770,172,55
29771,172,28
31465,1003,30
31514,991,24
31515,991,2
31566,691,32
28801,364,27
28857,95,64
28858,95,2
28859,95,3
28860,95,55
28920,219,2
28921,219,3
28922,219,4
28923,219,9
28924,219,55
28925,219,59
28979,256,4
28980,256,9
28981,256,55
29018,276,32
29021,276,40
29022,276,46
29023,276,56
29941,463,23
29942,463,13
29943,463,18
31739,725,43
31740,725,59
30952,603,56
29944,463,19
29945,463,55
34445,1004,40
30953,603,10
30954,603,4
30955,603,18
31813,746,65
32717,920,24
31815,746,18
31816,746,50
32720,920,4
31817,746,19
31818,746,20
32827,928,64
31045,631,64
32828,928,2
32829,928,42
32830,928,13
31047,631,8
31048,631,43
31875,961,42
31876,961,65
31921,978,65
34447,1004,19
34448,1004,55
34548,941,32
31922,978,2
32914,615,64
31989,945,2
32916,615,65
32917,615,10
32918,615,43
31049,631,13
31050,631,23
33020,896,32
33021,896,64
33022,896,18
33023,896,23
33234,30,56
34550,941,55
34551,941,65
33688,751,2
34675,764,39
34676,764,65
31990,945,9
33689,751,46
33798,819,4
33799,819,65
33800,819,13
33801,819,55
33802,819,28
33907,849,32
16363,53,32
16365,53,43
16367,53,56
31991,945,13
29110,234,2
29111,234,59
29112,234,55
29191,1131,32
29192,1131,10
29193,1131,18
29194,1131,38
29195,1131,55
30333,818,65
30334,818,18
29261,1118,18
33909,849,2
33910,849,13
33911,849,50
31204,667,38
31205,667,46
31206,667,65
31349,1028,2
33912,849,28
31351,1028,55
31992,945,55
31415,987,65
31416,987,18
34126,201,3
34127,201,4
29505,1093,43
34129,201,9
34131,201,56
34219,821,32
34222,821,10
34223,821,18
34224,821,20
34225,821,30
34328,665,64
34330,665,46
34331,665,18
34332,665,19
31569,691,10
31570,691,46
29574,1079,64
29575,1079,42
29577,1079,20
29578,1079,55
31572,691,56
34333,665,55
29773,108,2
29774,108,3
29776,108,65
29837,70,4
29839,70,65
29840,70,55
29841,70,28
30845,585,32
30847,585,2
34449,1122,64
34451,1122,18
30848,585,65
30849,585,18
30850,585,19
34452,1122,43
34453,1122,28
34552,91,64
30851,585,21
30852,585,24
30853,585,28
34554,91,2
34555,91,65
30957,605,56
34556,91,42
34557,91,43
34558,91,59
30035,714,32
34678,783,38
30959,605,18
34679,783,46
29262,1116,32
29264,1116,2
31819,985,64
31820,985,18
29265,1116,42
29266,1116,64
30961,605,23
31052,632,23
31054,632,65
29345,1110,56
31055,632,55
29346,1110,10
32920,649,64
32922,649,2
32923,649,3
31131,650,39
31132,650,28
31133,650,65
31821,985,19
33804,820,2
31822,985,23
33805,820,9
33806,820,21
31878,959,4
33807,820,55
33913,850,23
33238,626,23
31207,668,2
31209,668,13
33915,850,19
33916,850,65
31210,668,55
29426,1100,10
29427,1100,3
29428,1100,4
34132,101,64
28802,96,24
28804,96,2
28805,96,59
34134,101,2
35081,990,64
35083,990,2
35084,990,43
35085,990,21
34135,101,13
34226,846,64
34228,846,18
34229,846,19
34334,660,65
34335,660,2
34336,660,28
34337,660,58
34338,660,46
28862,316,50
28863,316,28
31419,1009,28
28864,316,9
28865,316,55
31521,989,65
31522,989,2
31524,989,46
31573,692,32
31575,692,18
28926,311,64
28928,311,2
29720,348,64
28929,311,4
28931,311,28
31576,692,19
31577,692,40
29722,348,2
31750,728,2
31751,728,3
30854,587,24
30856,587,2
31752,728,65
31753,728,43
31755,728,24
31824,956,39
31825,956,40
31826,956,10
31827,956,46
32835,366,28
32836,366,55
31881,959,10
31882,959,56
31883,959,30
32924,659,64
33582,851,65
33583,851,42
33584,851,13
32925,659,2
32926,659,43
31925,975,2
31926,975,28
29951,1070,39
29952,1070,43
29953,1070,13
34455,1124,2
29954,1070,18
29955,1070,20
29956,1070,28
33585,851,19
33586,851,21
31963,951,23
34457,1124,13
31964,951,12
30857,587,65
30963,606,28
31965,951,55
33587,851,23
29197,1129,56
29198,1129,10
28806,87,56
28807,87,18
28866,250,24
29268,393,18
29269,393,23
31993,945,59
34458,1124,55
30038,714,23
30039,714,56
28868,250,2
28869,250,9
28870,250,32
29270,393,55
29349,171,19
29350,171,13
29351,171,43
34559,909,65
28932,365,64
28933,365,2
28934,365,3
34560,909,2
34561,909,9
34562,909,42
28935,365,4
34563,909,13
34564,909,55
28936,365,9
34565,909,59
34566,909,28
28937,365,18
34682,110,4
34683,110,37
34778,1042,2
32078,763,30
34779,1042,13
29724,348,55
29777,253,32
29779,253,20
34874,317,64
30040,714,30
30116,1053,64
32079,763,23
34876,317,35
34877,317,43
33808,823,40
30117,1053,18
30118,1053,19
30194,98,64
30196,98,2
30197,98,9
30263,467,2
33810,823,2
30264,467,65
30265,467,9
30266,467,13
30267,467,28
30335,818,19
34878,317,44
34879,317,18
30337,818,23
33812,823,65
33918,883,2
33919,883,59
30429,258,65
30430,258,2
30431,258,4
30432,258,9
30433,258,55
30434,258,59
33921,883,9
34019,973,3
34020,973,4
34022,973,10
30502,27,28
34023,973,43
34024,973,18
34025,973,56
34139,1002,40
34140,1002,46
34141,1002,18
34142,1002,56
34230,854,32
34232,854,64
34233,854,10
34234,854,40
34235,854,19
34339,641,65
30858,588,56
30860,588,18
34460,1127,28
34461,1127,65
30861,588,27
30964,606,55
32733,923,55
32734,923,4
32735,923,46
32736,923,65
34567,908,2
31829,962,24
31831,962,42
31832,962,20
31833,962,64
31884,958,32
31885,958,64
31886,958,10
34569,908,13
32928,761,64
32930,761,35
30041,1061,32
30042,1061,56
31887,958,43
31888,958,19
30043,1061,18
32931,761,8
32932,761,43
25351,114,10
25352,114,18
25353,114,32
31928,974,65
31929,974,42
31930,974,28
31931,974,55
32933,761,13
32934,761,55
32935,761,27
33036,75,18
33037,75,19
33038,75,55
34570,908,19
33703,125,18
33704,125,19
33705,125,55
33813,835,27
33814,835,35
33815,835,12
33924,852,13
33925,852,18
33926,852,20
33927,852,56
34027,672,35
34028,672,8
34030,672,13
34031,672,46
30045,1061,23
34033,672,27
34144,1033,39
31213,669,45
31214,669,55
30120,1052,4
30121,1052,28
30199,115,55
34145,1033,40
34146,1033,10
34147,1033,46
30200,115,28
30202,115,65
34237,861,28
34238,861,65
34340,641,10
34341,641,50
29124,291,10
29127,291,55
31359,1026,2
31361,1026,65
31362,1026,24
31363,1026,28
29201,1128,64
29202,1128,18
29204,1128,23
29272,360,2
29273,360,3
29274,360,55
29353,168,2
29354,168,59
29355,168,55
29432,1097,24
29433,1097,23
29591,92,2
29592,92,4
29594,92,55
29595,92,28
29663,199,64
29665,199,2
29666,199,4
29667,199,9
31480,1001,23
29727,157,2
29728,157,3
31526,988,2
31527,988,55
31528,988,50
31529,988,65
31578,693,64
31580,693,2
31581,693,3
31583,693,13
31584,693,46
31585,693,58
31586,693,59
31630,702,32
31632,702,65
31633,702,40
31634,702,19
31635,702,55
30864,589,55
34463,122,10
34464,122,27
34465,122,46
30865,589,21
30866,589,65
30965,607,32
23696,1114,19
23698,1114,55
32936,1080,64
32937,1080,18
34466,122,39
33707,140,18
33709,140,23
30967,607,20
30968,607,38
33816,841,32
33248,389,2
33249,389,55
29962,1069,64
33250,389,4
33818,841,40
33819,841,10
29276,334,2
33820,841,43
33821,841,50
31141,651,20
31142,651,55
31216,670,28
33822,841,55
29278,334,4
29279,334,55
31218,670,21
33251,389,65
34571,908,20
34572,908,55
34573,908,28
33929,857,2
33930,857,65
34782,1060,20
34784,1060,55
34881,317,55
34882,317,27
28939,473,10
28940,473,18
28990,331,28
28991,331,21
28992,331,55
33932,857,55
29668,79,32
29670,79,4
35086,222,24
29671,79,55
29729,157,55
33933,857,59
35087,222,2
34034,425,64
35088,222,21
34036,425,3
34037,425,18
34038,425,19
34039,425,27
34151,1037,20
34152,1037,55
34153,1037,56
34154,1037,28
34239,863,32
34241,863,4
34243,863,65
34244,863,46
29964,1069,2
29965,1069,28
29966,1069,13
30123,1051,3
30125,1051,42
30126,1051,43
30127,1051,44
30128,1051,20
30129,1051,21
30342,194,2
31481,1000,24
31483,1000,46
30343,194,65
30344,194,21
30345,194,59
34343,657,56
29846,289,56
29848,289,27
29850,289,30
30346,194,28
30394,221,56
30395,221,27
30396,221,12
30467,515,64
30468,515,2
30469,515,3
30471,515,9
30472,515,18
30523,42,56
30561,51,13
30562,51,65
34467,930,10
34468,930,3
34470,930,30
30580,58,65
30581,58,40
30582,58,10
30583,58,56
30584,59,65
30585,59,2
30586,59,4
33711,149,2
33713,149,45
33714,149,55
33715,149,28
33823,843,65
33824,843,2
33825,843,4
30602,77,38
30603,77,40
30604,77,10
30605,77,46
30606,77,18
30607,77,55
30608,77,58
30609,118,64
30611,118,18
30612,118,19
32742,925,18
32743,925,19
32744,925,55
34689,103,24
34691,103,2
34692,103,59
34693,103,38
30971,608,39
30972,608,40
30973,608,18
30974,608,56
31066,637,2
30631,211,56
30634,211,65
30635,134,32
30637,134,65
30638,134,40
30639,134,46
30641,134,58
30642,230,24
30644,230,2
30645,230,9
30646,230,65
30647,232,2
30648,232,28
30649,232,13
30650,242,65
30651,242,9
30652,242,42
30653,242,18
30654,242,19
30655,242,55
30656,260,19
30658,260,55
30659,260,23
30660,261,56
34785,1081,32
34787,1081,23
34788,1081,55
34884,319,18
30674,500,2
30675,500,10
30676,500,4
30677,500,18
30678,500,55
30680,502,37
30681,502,65
30682,502,18
30683,502,55
30684,502,28
30689,520,2
30690,520,38
30691,520,65
30692,520,9
30693,520,42
30694,520,18
30695,520,55
30696,520,28
30703,525,8
30705,525,27
30706,525,12
30707,525,13
30709,526,2
30710,526,4
30711,526,65
30712,526,9
30713,526,46
30714,526,59
30717,529,65
30718,529,10
30719,529,43
30720,529,50
30721,529,56
31067,637,65
31068,637,40
31069,637,18
33826,843,9
33827,843,13
33828,843,55
34885,319,42
34886,319,65
30733,540,23
30735,540,27
30736,540,55
30737,540,65
30746,533,38
30747,533,10
30748,533,19
30749,533,56
34042,1077,40
34043,1077,46
34044,1077,18
34045,1077,56
34155,1040,56
34246,972,18
34247,972,19
34346,666,18
34471,912,28
34473,912,55
34580,901,64
33716,156,24
33718,156,2
33719,156,28
32124,777,56
32126,777,20
32128,777,65
32130,778,2
32131,778,4
32132,778,9
32133,778,24
32134,778,28
32136,779,2
32137,779,28
32139,779,55
32141,780,23
33830,866,3
33832,866,40
32146,784,64
32148,784,35
32149,784,40
32150,784,13
32151,784,55
32152,784,58
32153,784,27
34582,901,2
34583,901,3
34584,901,9
34585,901,43
34586,901,44
32161,787,35
32162,787,8
32163,787,13
32164,787,55
32165,787,27
32172,791,2
32173,791,18
32174,791,65
33833,866,10
33834,866,18
33835,866,56
33941,859,39
32183,793,55
32184,793,65
32186,794,39
32188,794,65
34789,1089,32
34791,1089,43
32198,797,2
32200,797,65
32201,797,55
32203,800,2
32204,800,4
32205,800,65
32206,800,9
32207,800,13
32208,800,55
32209,800,28
34792,1089,46
34888,327,42
34889,327,18
34890,327,19
34891,327,20
34892,327,56
34999,28,32
35001,28,2
35002,28,43
35003,28,46
32226,807,65
32227,807,42
32228,807,13
32229,807,20
32230,807,28
32241,811,65
32242,811,55
32243,811,18
32244,811,23
33942,859,40
33943,859,10
33944,859,46
34158,1041,23
34159,1041,18
34160,1041,19
32262,816,40
32264,816,3
32265,816,4
32266,816,65
34161,1041,4
34162,1041,55
32278,822,18
32279,822,20
32280,822,56
32281,822,27
32286,824,64
32287,824,2
32288,824,9
32289,824,43
32290,824,55
32291,824,59
32293,825,2
32294,825,59
32295,825,55
34348,813,28
34474,94,32
34477,94,40
32300,827,23
32306,830,18
32308,830,23
32310,831,4
32313,831,18
32314,831,56
32315,831,30
32318,832,10
32320,832,18
32321,832,56
32322,832,30
32326,834,24
32327,834,20
32328,836,32
32330,836,10
32331,836,28
32332,836,64
32334,839,42
32335,839,20
32336,839,13
34478,94,10
34479,94,43
34480,94,18
34589,90,55
34590,90,13
33721,165,2
33722,165,9
33723,165,55
34591,90,18
34592,90,23
34594,90,58
34700,685,23
34701,685,55
34795,1090,65
34894,655,18
34895,655,28
34897,655,21
35005,306,32
35008,306,40
35009,306,10
35010,306,18
35011,306,56
35012,306,58
35105,300,65
35106,300,4
35107,300,39
35108,300,40
35109,300,46
35110,300,18
35111,300,19
35112,300,58
34051,388,56
34053,388,18
34054,388,19
34163,1049,64
34164,1049,2
34165,1049,3
34166,1049,4
34168,1049,13
32417,855,32
32419,855,4
32420,855,46
32422,855,28
34169,1049,28
34351,614,2
34352,614,3
32468,865,18
32470,865,56
32480,869,40
32481,869,10
32482,869,13
32483,869,18
32484,869,19
32485,869,55
32486,870,35
32488,870,39
32489,870,12
32490,870,46
32492,870,18
32493,870,27
32494,871,32
32495,871,20
32496,871,37
32497,872,42
32498,872,28
32500,873,32
32502,873,43
32504,874,27
32505,874,12
32506,874,55
32508,875,13
32509,875,46
32511,875,18
32512,875,20
32514,876,10
32515,876,55
32517,876,65
32518,877,56
32519,877,65
32520,877,20
32522,877,38
32535,880,32
32536,880,65
32538,880,10
32539,880,18
32540,880,30
34595,890,24
32558,884,2
32560,884,9
32561,884,50
32562,884,20
32563,884,55
34596,890,65
34597,890,2
34598,890,4
34703,772,2
32576,887,46
33724,190,23
33726,190,3
33727,190,55
32582,889,8
32583,889,27
32584,889,13
32590,891,3
32591,891,13
32592,891,23
32593,892,56
32595,892,10
32596,892,50
32598,893,18
32599,893,12
32601,893,38
32602,893,13
32603,894,24
32605,894,28
34705,772,46
32610,897,19
32611,897,2
32612,897,59
32613,898,65
32614,898,2
32615,898,3
32616,898,4
32617,898,9
32618,898,55
32619,898,59
32623,899,55
32630,902,64
32631,902,9
32632,902,2
32633,902,21
32938,781,64
32940,781,35
32941,781,23
32942,781,12
32943,781,55
32944,781,27
33042,183,64
33044,183,2
33045,183,4
33048,183,28
34707,772,56
34796,886,2
34797,886,4
34798,886,9
34799,886,46
34800,886,24
34801,886,59
34898,352,56
35014,812,37
35015,812,46
35016,812,23
35113,40,32
35115,40,40
35116,40,43
35117,40,18
35118,40,55
